Date,Product,Sales,Orders,Inventory,UnrealizedDemand,DeliveryTime,DeliveryPrice,StoragePrice,SalePrice
2023-01-09,Product_8,18,0,85,0,0,0.0,0.2,31
2023-01-09,Product_5,,0,104,0,0,0.0,0.77,81
2023-01-09,Product_2,16,0,129,0,0,0.0,0.27,88
2023-01-10,Product_5,16,200,88,0,3,8.29,0.77,81
2023-01-10,Product_8,19,0,66,0,0,0.0,0.2,31
2023-01-10,Product_4,17,0,247,0,0,0.0,0.42,48
2023-01-10,Product_6,15,0,97,0,0,0.0,0.95,94
2023-01-10,Product_2,16,0,213,0,0,0.0,0.27,88
2023-01-10,Product_7,18,0,241,0,0,0.0,0.43,32
2023-01-10,Product_9,19,0,90,0,0,0.0,0.63,81
2023-01-10,Product_5,,200,88,0,3,8.29,0.77,81
2023-01-10,Product_1,18,0,150,0,0,0.0,0.29,20
2023-01-10,Product_3,17,0,142,0,0,0.0,0.51,70
2023-01-11,Product_6,15,0,82,0,0,0.0,0.95,94
2023-01-11,Product_2,17,0,196,0,0,0.0,0.27,88
2023-01-11,Product_3,,80,125,0,4,7.62,0.51,70
2023-01-11,Product_4,20,0,227,0,0,0.0,0.42,48
2023-01-11,Product_8,20,0,126,0,0,0.0,0.2,31
2023-01-11,Product_7,18,0,223,0,0,0.0,0.43,32
2023-01-11,Product_7,,0,223,0,0,0.0,0.43,32
2023-01-11,Product_1,18,0,132,0,0,0.0,0.29,20
2023-01-11,Product_9,18,0,72,0,0,0.0,0.63,81
2023-01-11,Product_5,18,0,70,0,0,0.0,0.77,81
2023-01-11,Product_3,17,80,125,0,4,7.62,0.51,70
2023-01-12,Product_5,15,0,55,0,0,0.0,0.77,81
2023-01-12,Product_8,19,80,107,0,3,4.34,0.2,31
2023-01-12,Product_7,17,0,206,0,0,0.0,0.43,32
2023-01-12,Product_2,15,0,181,0,0,0.0,0.27,88
2023-01-12,Product_9,17,0,55,0,0,0.0,0.63,81
2023-01-12,Product_1,15,0,117,0,0,0.0,0.29,20
2023-01-12,Product_9,,0,55,0,0,0.0,0.63,81
2023-01-12,Product_6,18,0,214,0,0,0.0,0.95,94
2023-01-12,Product_4,17,0,210,0,0,0.0,0.42,48
2023-01-12,Product_3,20,0,105,0,0,0.0,0.51,70
2023-01-13,Product_4,18,0,192,0,0,0.0,0.42,48
2023-01-13,Product_3,15,0,90,0,0,0.0,0.51,70
2023-01-13,Product_2,18,0,163,0,0,0.0,0.27,88
2023-01-13,Product_9,18,0,37,0,0,0.0,0.63,81
2023-01-13,Product_7,15,0,191,0,0,0.0,0.43,32
2023-01-13,Product_5,15,0,240,0,0,0.0,0.77,81
2023-01-13,Product_8,16,0,91,0,0,0.0,0.2,31
2023-01-13,Product_6,19,0,195,0,0,0.0,0.95,94
2023-01-13,Product_1,17,80,100,0,2,4.45,0.29,20
2023-01-14,Product_3,18,0,72,0,0,0.0,0.51,70
2023-01-14,Product_9,22,0,145,0,0,0.0,0.63,81
2023-01-14,Product_7,21,0,170,0,0,0.0,0.43,32
2023-01-14,Product_8,,0,73,0,0,0.0,0.2,31
2023-01-14,Product_8,18,0,73,0,0,0.0,0.2,31
2023-01-14,Product_4,,0,170,0,0,0.0,0.42,48
2023-01-14,Product_2,18,170,145,0,2,2.97,0.27,88
2023-01-14,Product_1,22,0,78,0,0,0.0,0.29,20
2023-01-14,Product_6,17,0,178,0,0,0.0,0.95,94
2023-01-14,Product_4,22,0,170,0,0,0.0,0.42,48
2023-01-14,Product_5,21,0,219,0,0,0.0,0.77,81
2023-01-15,Product_8,24,0,129,0,0,0.0,0.2,31
2023-01-15,Product_7,21,0,149,0,0,0.0,0.43,32
2023-01-15,Product_3,22,100,130,0,4,7.62,0.51,70
2023-01-15,Product_2,21,0,124,0,0,0.0,0.27,88
2023-01-15,Product_1,22,0,136,0,0,0.0,0.29,20
2023-01-15,Product_4,22,0,148,0,0,0.0,0.42,48
2023-01-15,Product_6,,0,158,0,0,0.0,0.95,94
2023-01-15,Product_4,,0,148,0,0,0.0,0.42,48
2023-01-15,Product_9,23,0,122,0,0,0.0,0.63,81
2023-01-15,Product_6,20,0,158,0,0,0.0,0.95,94
2023-01-15,Product_5,23,0,196,0,0,0.0,0.77,81
2023-01-16,Product_8,18,0,111,0,0,0.0,0.2,31
2023-01-16,Product_2,15,0,279,0,0,0.0,0.27,88
2023-01-16,Product_1,19,0,117,0,0,0.0,0.29,20
2023-01-16,Product_9,17,150,105,0,5,6.0,0.63,81
2023-01-16,Product_6,19,0,139,0,0,0.0,0.95,94
2023-01-16,Product_3,,0,114,0,0,0.0,0.51,70
2023-01-16,Product_7,17,0,132,0,0,0.0,0.43,32
2023-01-16,Product_4,15,0,133,0,0,0.0,0.42,48
2023-01-16,Product_7,,0,132,0,0,0.0,0.43,32
2023-01-16,Product_3,16,0,114,0,0,0.0,0.51,70
2023-01-16,Product_5,18,0,178,0,0,0.0,0.77,81
2023-01-17,Product_5,20,0,158,0,0,0.0,0.77,81
2023-01-17,Product_7,,120,112,0,2,4.93,0.43,32
2023-01-17,Product_9,20,0,85,0,0,0.0,0.63,81
2023-01-17,Product_2,16,0,263,0,0,0.0,0.27,88
2023-01-17,Product_1,17,200,100,0,2,4.45,0.29,20
2023-01-17,Product_6,17,150,122,0,4,7.25,0.95,94
2023-01-17,Product_6,,150,122,0,4,7.25,0.95,94
2023-01-17,Product_2,,0,263,0,0,0.0,0.27,88
2023-01-17,Product_7,20,120,112,0,2,4.93,0.43,32
2023-01-17,Product_8,16,100,95,0,3,4.34,0.2,31
2023-01-17,Product_1,,200,100,0,2,4.45,0.29,20
2023-01-17,Product_3,20,0,94,0,0,0.0,0.51,70
2023-01-17,Product_4,18,60,115,0,2,9.57,0.42,48
2023-01-18,Product_3,20,0,74,0,0,0.0,0.51,70
2023-01-18,Product_2,17,0,246,0,0,0.0,0.27,88
2023-01-18,Product_8,17,0,78,0,0,0.0,0.2,31
2023-01-18,Product_6,,0,102,0,0,0.0,0.95,94
2023-01-18,Product_9,15,0,70,0,0,0.0,0.63,81
2023-01-18,Product_7,18,0,94,0,0,0.0,0.43,32
2023-01-18,Product_1,19,0,81,0,0,0.0,0.29,20
2023-01-18,Product_4,20,0,95,0,0,0.0,0.42,48
2023-01-18,Product_6,20,0,102,0,0,0.0,0.95,94
2023-01-18,Product_5,20,0,138,0,0,0.0,0.77,81
2023-01-19,Product_6,18,0,84,0,0,0.0,0.95,94
2023-01-19,Product_4,18,0,137,0,0,0.0,0.42,48
2023-01-19,Product_7,17,0,197,0,0,0.0,0.43,32
2023-01-19,Product_5,17,0,121,0,0,0.0,0.77,81
2023-01-19,Product_8,15,0,63,0,0,0.0,0.2,31
2023-01-19,Product_4,,0,137,0,0,0.0,0.42,48
2023-01-19,Product_3,15,0,159,0,0,0.0,0.51,70
2023-01-19,Product_2,16,0,230,0,0,0.0,0.27,88
2023-01-19,Product_9,20,0,50,0,0,0.0,0.63,81
2023-01-19,Product_1,17,0,264,0,0,0.0,0.29,20
2023-01-20,Product_5,,0,101,0,0,0.0,0.77,81
2023-01-20,Product_4,,80,120,0,2,9.57,0.42,48
2023-01-20,Product_7,18,0,179,0,0,0.0,0.43,32
2023-01-20,Product_5,20,0,101,0,0,0.0,0.77,81
2023-01-20,Product_9,17,0,33,0,0,0.0,0.63,81
2023-01-20,Product_3,20,160,139,0,4,7.62,0.51,70
2023-01-20,Product_8,17,0,146,0,0,0.0,0.2,31
2023-01-20,Product_2,18,0,212,0,0,0.0,0.27,88
2023-01-20,Product_6,18,0,66,0,0,0.0,0.95,94
2023-01-20,Product_1,16,0,248,0,0,0.0,0.29,20
2023-01-20,Product_4,17,80,120,0,2,9.57,0.42,48
2023-01-21,Product_2,20,0,192,0,0,0.0,0.27,88
2023-01-21,Product_7,20,0,159,0,0,0.0,0.43,32
2023-01-21,Product_1,21,0,227,0,0,0.0,0.29,20
2023-01-21,Product_4,19,0,101,0,0,0.0,0.42,48
2023-01-21,Product_9,22,0,161,0,0,0.0,0.63,81
2023-01-21,Product_6,21,0,195,0,0,0.0,0.95,94
2023-01-21,Product_6,,0,195,0,0,0.0,0.95,94
2023-01-21,Product_5,24,130,77,0,3,8.29,0.77,81
2023-01-21,Product_3,18,0,121,0,0,0.0,0.51,70
2023-01-21,Product_8,19,0,127,0,0,0.0,0.2,31
2023-01-22,Product_8,25,130,102,0,3,4.34,0.2,31
2023-01-22,Product_1,,0,205,0,0,0.0,0.29,20
2023-01-22,Product_1,22,0,205,0,0,0.0,0.29,20
2023-01-22,Product_6,18,0,177,0,0,0.0,0.95,94
2023-01-22,Product_3,21,0,100,0,0,0.0,0.51,70
2023-01-22,Product_9,22,0,139,0,0,0.0,0.63,81
2023-01-22,Product_4,21,0,160,0,0,0.0,0.42,48
2023-01-22,Product_5,19,0,58,0,0,0.0,0.77,81
2023-01-22,Product_7,20,0,139,0,0,0.0,0.43,32
2023-01-22,Product_2,21,0,171,0,0,0.0,0.27,88
2023-01-23,Product_5,16,0,42,0,0,0.0,0.77,81
2023-01-23,Product_9,20,130,119,0,5,6.0,0.63,81
2023-01-23,Product_1,15,0,190,0,0,0.0,0.29,20
2023-01-23,Product_3,18,0,82,0,0,0.0,0.51,70
2023-01-23,Product_8,19,0,83,0,0,0.0,0.2,31
2023-01-23,Product_6,16,0,161,0,0,0.0,0.95,94
2023-01-23,Product_2,19,0,152,0,0,0.0,0.27,88
2023-01-23,Product_4,19,0,141,0,0,0.0,0.42,48
2023-01-23,Product_7,15,130,124,0,2,4.93,0.43,32
2023-01-24,Product_8,19,0,64,0,0,0.0,0.2,31
2023-01-24,Product_4,,110,124,0,2,9.57,0.42,48
2023-01-24,Product_2,17,130,135,0,2,2.97,0.27,88
2023-01-24,Product_6,19,0,142,0,0,0.0,0.95,94
2023-01-24,Product_1,16,0,174,0,0,0.0,0.29,20
2023-01-24,Product_5,20,0,152,0,0,0.0,0.77,81
2023-01-24,Product_9,15,0,104,0,0,0.0,0.63,81
2023-01-24,Product_7,20,0,104,0,0,0.0,0.43,32
2023-01-24,Product_4,17,110,124,0,2,9.57,0.42,48
2023-01-24,Product_3,19,0,223,0,0,0.0,0.51,70
2023-01-25,Product_7,16,0,218,0,0,0.0,0.43,32
2023-01-25,Product_4,17,0,107,0,0,0.0,0.42,48
2023-01-25,Product_2,16,0,119,0,0,0.0,0.27,88
2023-01-25,Product_5,15,0,137,0,0,0.0,0.77,81
2023-01-25,Product_6,,190,123,0,4,7.25,0.95,94
2023-01-25,Product_8,16,0,178,0,0,0.0,0.2,31
2023-01-25,Product_1,15,0,159,0,0,0.0,0.29,20
2023-01-25,Product_5,,0,137,0,0,0.0,0.77,81
2023-01-25,Product_9,19,0,85,0,0,0.0,0.63,81
2023-01-25,Product_7,,0,218,0,0,0.0,0.43,32
2023-01-25,Product_6,19,190,123,0,4,7.25,0.95,94
2023-01-25,Product_3,15,0,208,0,0,0.0,0.51,70
2023-01-25,Product_3,,0,208,0,0,0.0,0.51,70
2023-01-26,Product_6,16,0,107,0,0,0.0,0.95,94
2023-01-26,Product_4,20,0,197,0,0,0.0,0.42,48
2023-01-26,Product_5,19,0,118,0,0,0.0,0.77,81
2023-01-26,Product_1,15,0,144,0,0,0.0,0.29,20
2023-01-26,Product_3,17,0,191,0,0,0.0,0.51,70
2023-01-26,Product_7,17,0,201,0,0,0.0,0.43,32
2023-01-26,Product_8,16,0,162,0,0,0.0,0.2,31
2023-01-26,Product_9,17,0,68,0,0,0.0,0.63,81
2023-01-26,Product_3,,0,191,0,0,0.0,0.51,70
2023-01-26,Product_4,,0,197,0,0,0.0,0.42,48
2023-01-26,Product_2,17,0,232,0,0,0.0,0.27,88
2023-01-27,Product_5,16,0,102,0,0,0.0,0.77,81
2023-01-27,Product_6,19,0,88,0,0,0.0,0.95,94
2023-01-27,Product_3,17,0,174,0,0,0.0,0.51,70
2023-01-27,Product_9,20,0,48,0,0,0.0,0.63,81
2023-01-27,Product_7,20,0,181,0,0,0.0,0.43,32
2023-01-27,Product_8,16,0,146,0,0,0.0,0.2,31
2023-01-27,Product_4,18,0,179,0,0,0.0,0.42,48
2023-01-27,Product_2,18,0,214,0,0,0.0,0.27,88
2023-01-27,Product_1,17,0,127,0,0,0.0,0.29,20
2023-01-28,Product_5,23,130,79,0,3,8.29,0.77,81
2023-01-28,Product_3,,0,156,0,0,0.0,0.51,70
2023-01-28,Product_8,19,0,127,0,0,0.0,0.2,31
2023-01-28,Product_4,19,0,160,0,0,0.0,0.42,48
2023-01-28,Product_1,18,190,109,0,2,4.45,0.29,20
2023-01-28,Product_6,25,0,63,0,0,0.0,0.95,94
2023-01-28,Product_7,19,0,162,0,0,0.0,0.43,32
2023-01-28,Product_3,18,0,156,0,0,0.0,0.51,70
2023-01-28,Product_9,20,0,158,0,0,0.0,0.63,81
2023-01-28,Product_2,21,0,193,0,0,0.0,0.27,88
2023-01-29,Product_2,21,0,172,0,0,0.0,0.27,88
2023-01-29,Product_3,21,120,135,0,4,7.62,0.51,70
2023-01-29,Product_6,23,0,230,0,0,0.0,0.95,94
2023-01-29,Product_7,,0,139,0,0,0.0,0.43,32
2023-01-29,Product_2,,0,172,0,0,0.0,0.27,88
2023-01-29,Product_7,23,0,139,0,0,0.0,0.43,32
2023-01-29,Product_4,18,0,142,0,0,0.0,0.42,48
2023-01-29,Product_8,,90,104,0,3,4.34,0.2,31
2023-01-29,Product_8,23,90,104,0,3,4.34,0.2,31
2023-01-29,Product_9,23,0,135,0,0,0.0,0.63,81
2023-01-29,Product_5,21,0,58,0,0,0.0,0.77,81
2023-01-29,Product_6,,0,230,0,0,0.0,0.95,94
2023-01-29,Product_1,19,0,90,0,0,0.0,0.29,20
2023-01-30,Product_2,,0,153,0,0,0.0,0.27,88
2023-01-30,Product_9,20,110,115,0,5,6.0,0.63,81
2023-01-30,Product_8,16,0,88,0,0,0.0,0.2,31
2023-01-30,Product_2,19,0,153,0,0,0.0,0.27,88
2023-01-30,Product_3,16,0,119,0,0,0.0,0.51,70
2023-01-30,Product_6,20,0,210,0,0,0.0,0.95,94
2023-01-30,Product_5,17,0,41,0,0,0.0,0.77,81
2023-01-30,Product_1,17,0,263,0,0,0.0,0.29,20
2023-01-30,Product_7,15,180,124,0,2,4.93,0.43,32
2023-01-30,Product_4,18,130,124,0,2,9.57,0.42,48
2023-01-31,Product_3,15,0,104,0,0,0.0,0.51,70
2023-01-31,Product_2,19,120,134,0,2,2.97,0.27,88
2023-01-31,Product_1,20,0,243,0,0,0.0,0.29,20
2023-01-31,Product_7,18,0,106,0,0,0.0,0.43,32
2023-01-31,Product_6,20,0,190,0,0,0.0,0.95,94
2023-01-31,Product_8,16,0,72,0,0,0.0,0.2,31
2023-01-31,Product_9,15,0,100,0,0,0.0,0.63,81
2023-01-31,Product_9,,0,100,0,0,0.0,0.63,81
2023-01-31,Product_5,16,0,155,0,0,0.0,0.77,81
2023-01-31,Product_4,20,0,104,0,0,0.0,0.42,48
2023-02-01,Product_8,20,0,142,0,0,0.0,0.2,31
2023-02-01,Product_3,18,0,86,0,0,0.0,0.51,70
2023-02-01,Product_6,16,0,174,0,0,0.0,0.95,94
2023-02-01,Product_7,21,0,265,0,0,0.0,0.43,32
2023-02-01,Product_4,18,0,216,0,0,0.0,0.42,48
2023-02-01,Product_1,19,0,224,0,0,0.0,0.29,20
2023-02-01,Product_5,18,0,137,0,0,0.0,0.77,81
2023-02-01,Product_2,19,0,115,0,0,0.0,0.27,88
2023-02-01,Product_9,22,0,78,0,0,0.0,0.63,81
2023-02-02,Product_8,16,0,126,0,0,0.0,0.2,31
2023-02-02,Product_2,20,0,215,0,0,0.0,0.27,88
2023-02-02,Product_9,19,0,59,0,0,0.0,0.63,81
2023-02-02,Product_3,22,0,184,0,0,0.0,0.51,70
2023-02-02,Product_4,20,0,196,0,0,0.0,0.42,48
2023-02-02,Product_1,21,0,203,0,0,0.0,0.29,20
2023-02-02,Product_7,21,0,244,0,0,0.0,0.43,32
2023-02-02,Product_5,18,0,119,0,0,0.0,0.77,81
2023-02-02,Product_6,16,0,158,0,0,0.0,0.95,94
2023-02-03,Product_7,20,0,224,0,0,0.0,0.43,32
2023-02-03,Product_9,19,0,40,0,0,0.0,0.63,81
2023-02-03,Product_1,18,0,185,0,0,0.0,0.29,20
2023-02-03,Product_2,21,0,194,0,0,0.0,0.27,88
2023-02-03,Product_8,16,0,110,0,0,0.0,0.2,31
2023-02-03,Product_4,20,0,176,0,0,0.0,0.42,48
2023-02-03,Product_5,22,80,97,0,3,8.29,0.77,81
2023-02-03,Product_3,22,0,162,0,0,0.0,0.51,70
2023-02-03,Product_6,18,0,140,0,0,0.0,0.95,94
2023-02-04,Product_3,,0,141,0,0,0.0,0.51,70
2023-02-04,Product_9,27,0,123,0,0,0.0,0.63,81
2023-02-04,Product_3,21,0,141,0,0,0.0,0.51,70
2023-02-04,Product_1,21,0,164,0,0,0.0,0.29,20
2023-02-04,Product_4,,0,151,0,0,0.0,0.42,48
2023-02-04,Product_5,21,0,76,0,0,0.0,0.77,81
2023-02-04,Product_2,25,0,169,0,0,0.0,0.27,88
2023-02-04,Product_7,24,0,200,0,0,0.0,0.43,32
2023-02-04,Product_4,25,0,151,0,0,0.0,0.42,48
2023-02-04,Product_6,24,60,116,0,4,7.25,0.95,94
2023-02-04,Product_8,25,130,85,0,3,4.34,0.2,31
2023-02-04,Product_5,,0,76,0,0,0.0,0.77,81
2023-02-05,Product_9,,160,98,0,5,6.0,0.63,81
2023-02-05,Product_2,27,100,142,0,2,2.97,0.27,88
2023-02-05,Product_6,24,0,92,0,0,0.0,0.95,94
2023-02-05,Product_7,27,0,173,0,0,0.0,0.43,32
2023-02-05,Product_4,23,150,128,0,2,9.57,0.42,48
2023-02-05,Product_7,,0,173,0,0,0.0,0.43,32
2023-02-05,Product_5,23,0,53,0,0,0.0,0.77,81
2023-02-05,Product_1,25,0,139,0,0,0.0,0.29,20
2023-02-05,Product_3,24,150,117,0,4,7.62,0.51,70
2023-02-05,Product_8,23,0,62,0,0,0.0,0.2,31
2023-02-05,Product_9,25,160,98,0,5,6.0,0.63,81
2023-02-06,Product_2,19,0,123,0,0,0.0,0.27,88
2023-02-06,Product_8,20,0,42,0,0,0.0,0.2,31
2023-02-06,Product_1,21,0,118,0,0,0.0,0.29,20
2023-02-06,Product_7,16,0,157,0,0,0.0,0.43,32
2023-02-06,Product_3,18,0,99,0,0,0.0,0.51,70
2023-02-06,Product_7,,0,157,0,0,0.0,0.43,32
2023-02-06,Product_9,16,0,82,0,0,0.0,0.63,81
2023-02-06,Product_5,18,0,115,0,0,0.0,0.77,81
2023-02-06,Product_6,20,0,72,0,0,0.0,0.95,94
2023-02-06,Product_4,21,0,107,0,0,0.0,0.42,48
2023-02-07,Product_7,21,0,136,0,0,0.0,0.43,32
2023-02-07,Product_3,16,0,83,0,0,0.0,0.51,70
2023-02-07,Product_9,21,0,61,0,0,0.0,0.63,81
2023-02-07,Product_4,,0,239,0,0,0.0,0.42,48
2023-02-07,Product_2,22,0,201,0,0,0.0,0.27,88
2023-02-07,Product_5,,140,97,0,3,8.29,0.77,81
2023-02-07,Product_1,22,90,96,0,2,4.45,0.29,20
2023-02-07,Product_8,21,0,151,0,0,0.0,0.2,31
2023-02-07,Product_2,,0,201,0,0,0.0,0.27,88
2023-02-07,Product_3,,0,83,0,0,0.0,0.51,70
2023-02-07,Product_6,19,0,53,0,0,0.0,0.95,94
2023-02-07,Product_5,18,140,97,0,3,8.29,0.77,81
2023-02-07,Product_4,18,0,239,0,0,0.0,0.42,48
2023-02-08,Product_5,21,0,76,0,0,0.0,0.77,81
2023-02-08,Product_1,19,0,77,0,0,0.0,0.29,20
2023-02-08,Product_4,20,0,219,0,0,0.0,0.42,48
2023-02-08,Product_3,16,0,67,0,0,0.0,0.51,70
2023-02-08,Product_7,22,180,114,0,2,4.93,0.43,32
2023-02-08,Product_2,,0,181,0,0,0.0,0.27,88
2023-02-08,Product_9,19,0,42,0,0,0.0,0.63,81
2023-02-08,Product_6,19,170,94,0,4,7.25,0.95,94
2023-02-08,Product_2,20,0,181,0,0,0.0,0.27,88
2023-02-08,Product_3,,0,67,0,0,0.0,0.51,70
2023-02-08,Product_8,19,0,132,0,0,0.0,0.2,31
2023-02-09,Product_5,,0,58,0,0,0.0,0.77,81
2023-02-09,Product_4,19,0,200,0,0,0.0,0.42,48
2023-02-09,Product_2,18,0,163,0,0,0.0,0.27,88
2023-02-09,Product_1,18,0,149,0,0,0.0,0.29,20
2023-02-09,Product_5,18,0,58,0,0,0.0,0.77,81
2023-02-09,Product_3,18,0,199,0,0,0.0,0.51,70
2023-02-09,Product_6,22,0,72,0,0,0.0,0.95,94
2023-02-09,Product_2,,0,163,0,0,0.0,0.27,88
2023-02-09,Product_7,21,0,93,0,0,0.0,0.43,32
2023-02-09,Product_9,19,0,23,0,0,0.0,0.63,81
2023-02-09,Product_8,19,0,113,0,0,0.0,0.2,31
2023-02-10,Product_5,19,0,179,0,0,0.0,0.77,81
2023-02-10,Product_6,,0,50,0,0,0.0,0.95,94
2023-02-10,Product_7,20,0,253,0,0,0.0,0.43,32
2023-02-10,Product_1,22,0,127,0,0,0.0,0.29,20
2023-02-10,Product_6,22,0,50,0,0,0.0,0.95,94
2023-02-10,Product_3,19,0,180,0,0,0.0,0.51,70
